Time
2023-06-26 00:05:37.870977
2023-06-26 00:19:37.872455
2023-06-26 00:34:37.874023
2023-06-26 00:48:37.875487
2023-06-26 01:02:37.876965
2023-06-26 01:17:37.878533
2023-06-26 01:31:37.880012
2023-06-26 01:46:37.881550
2023-06-26 02:00:37.883013
2023-06-26 02:14:37.884477
2023-06-26 02:29:37.886045
2023-06-26 02:43:37.887509
2023-06-26 02:57:37.888972
2023-06-26 03:12:37.890555
2023-06-26 03:26:37.892019
2023-06-26 03:41:37.893618
2023-06-26 03:55:37.895035
2023-06-26 04:09:37.896499
2023-06-26 04:24:37.898067
2023-06-26 04:38:37.899530
2023-06-26 04:53:37.901098
2023-06-26 05:07:37.902562
2023-06-26 05:21:37.904040
2023-06-26 05:36:37.905609
2023-06-26 05:50:37.907087
2023-06-26 06:04:37.908535
2023-06-26 06:19:37.910088
2023-06-26 06:34:37.911657
2023-06-26 06:48:37.913120
2023-06-26 07:02:37.914569
2023-06-26 07:16:37.916047
2023-06-26 07:31:37.917630
2023-06-26 07:45:37.919094
2023-06-26 08:00:37.920662
2023-06-26 08:14:37.922140
2023-06-26 08:29:37.923678
2023-06-26 08:43:37.925142
2023-06-26 08:57:37.926605
2023-06-26 09:11:37.928069
2023-06-26 09:26:37.929637
2023-06-26 09:40:37.931116
2023-06-26 09:55:37.932684
2023-06-26 10:09:37.934162
2023-06-26 10:24:37.935746
2023-06-26 10:38:37.937164
2023-06-26 10:52:37.938627
2023-06-26 11:07:37.940195
2023-06-26 11:21:37.941659
2023-06-26 11:35:37.943122
2023-06-26 11:50:37.944690
2023-06-26 12:04:37.946169
2023-06-26 12:18:37.947632
2023-06-26 12:33:37.949200
2023-06-26 12:47:37.950649
2023-06-26 13:01:37.952112
2023-06-26 13:16:37.953680
2023-06-26 13:30:37.955144
2023-06-26 13:44:37.956608
2023-06-26 13:59:37.958176
2023-06-26 14:13:37.959639
2023-06-26 14:28:37.961222
2023-06-26 14:42:37.962701
2023-06-26 14:56:37.964348
2023-06-26 15:10:37.965598
2023-06-26 15:25:37.967166
2023-06-26 15:39:37.968629
2023-06-26 15:54:37.970197
2023-06-26 16:08:37.971661
2023-06-26 16:22:37.973154
2023-06-26 16:37:37.974708
2023-06-26 16:51:37.976171
2023-06-26 17:05:37.977666
2023-06-26 17:20:37.979188
2023-06-26 17:34:37.980651
2023-06-26 17:48:37.982114
2023-06-26 18:03:37.983683
2023-06-26 18:17:37.985146
2023-06-26 18:31:37.986610
2023-06-26 18:46:37.988193
2023-06-26 19:00:37.989656
2023-06-26 19:15:37.991239
2023-06-26 19:29:37.992688
2023-06-26 19:43:37.994136
2023-06-26 19:57:37.995600
2023-06-26 20:12:37.997168
2023-06-26 20:26:37.998631
2023-06-26 20:40:38.000095
2023-06-26 20:55:38.001693
2023-06-26 21:09:38.003142
2023-06-26 21:23:38.004620
2023-06-26 21:38:38.006173
2023-06-26 21:52:38.007622
2023-06-26 22:06:38.009085
2023-06-26 22:21:38.010653
2023-06-26 22:35:38.012117
2023-06-26 22:50:38.013685
2023-06-26 23:04:38.015178
2023-06-26 23:18:38.016627
2023-06-26 23:33:38.018195
2023-06-26 23:47:38.019689
