Time
2023-06-26 00:05:29.870977
2023-06-26 00:19:29.872455
2023-06-26 00:34:29.874023
2023-06-26 00:48:29.875487
2023-06-26 01:02:29.876965
2023-06-26 01:17:29.878533
2023-06-26 01:31:29.880012
2023-06-26 01:46:29.881550
2023-06-26 02:00:29.883013
2023-06-26 02:14:29.884477
2023-06-26 02:29:29.886045
2023-06-26 02:43:29.887509
2023-06-26 02:57:29.888972
2023-06-26 03:12:29.890555
2023-06-26 03:26:29.892019
2023-06-26 03:41:29.893618
2023-06-26 03:55:29.895035
2023-06-26 04:09:29.896499
2023-06-26 04:24:29.898067
2023-06-26 04:38:29.899530
2023-06-26 04:53:29.901098
2023-06-26 05:07:29.902562
2023-06-26 05:21:29.904040
2023-06-26 05:36:29.905609
2023-06-26 05:50:29.907087
2023-06-26 06:04:29.908535
2023-06-26 06:19:29.910088
2023-06-26 06:34:29.911657
2023-06-26 06:48:29.913120
2023-06-26 07:02:29.914569
2023-06-26 07:16:29.916047
2023-06-26 07:31:29.917630
2023-06-26 07:45:29.919094
2023-06-26 08:00:29.920662
2023-06-26 08:14:29.922140
2023-06-26 08:29:29.923678
2023-06-26 08:43:29.925142
2023-06-26 08:57:29.926605
2023-06-26 09:11:29.928069
2023-06-26 09:26:29.929637
2023-06-26 09:40:29.931116
2023-06-26 09:55:29.932684
2023-06-26 10:09:29.934162
2023-06-26 10:24:29.935746
2023-06-26 10:38:29.937164
2023-06-26 10:52:29.938627
2023-06-26 11:07:29.940195
2023-06-26 11:21:29.941659
2023-06-26 11:35:29.943122
2023-06-26 11:50:29.944690
2023-06-26 12:04:29.946169
2023-06-26 12:18:29.947632
2023-06-26 12:33:29.949200
2023-06-26 12:47:29.950649
2023-06-26 13:01:29.952112
2023-06-26 13:16:29.953680
2023-06-26 13:30:29.955144
2023-06-26 13:44:29.956608
2023-06-26 13:59:29.958176
2023-06-26 14:13:29.959639
2023-06-26 14:28:29.961222
2023-06-26 14:42:29.962701
2023-06-26 14:56:29.964348
2023-06-26 15:10:29.965598
2023-06-26 15:25:29.967166
2023-06-26 15:39:29.968629
2023-06-26 15:54:29.970197
2023-06-26 16:08:29.971661
2023-06-26 16:22:29.973154
2023-06-26 16:37:29.974708
2023-06-26 16:51:29.976171
2023-06-26 17:05:29.977666
2023-06-26 17:20:29.979188
2023-06-26 17:34:29.980651
2023-06-26 17:48:29.982114
2023-06-26 18:03:29.983683
2023-06-26 18:17:29.985146
2023-06-26 18:31:29.986610
2023-06-26 18:46:29.988193
2023-06-26 19:00:29.989656
2023-06-26 19:15:29.991239
2023-06-26 19:29:29.992688
2023-06-26 19:43:29.994136
2023-06-26 19:57:29.995600
2023-06-26 20:12:29.997168
2023-06-26 20:26:29.998631
2023-06-26 20:40:30.000095
2023-06-26 20:55:30.001693
2023-06-26 21:09:30.003142
2023-06-26 21:23:30.004620
2023-06-26 21:38:30.006173
2023-06-26 21:52:30.007622
2023-06-26 22:06:30.009085
2023-06-26 22:21:30.010653
2023-06-26 22:35:30.012117
2023-06-26 22:50:30.013685
2023-06-26 23:04:30.015178
2023-06-26 23:18:30.016627
2023-06-26 23:33:30.018195
2023-06-26 23:47:30.019689
